,cluster_label,price_per_stay,review_scores_rating,Neighborhood,Property,Room Type
10503,1,195.0,100,East Village,Apartment,Entire home/apt
10504,4,194.0,95,Balboa Park,Guesthouse,Entire home/apt
10505,1,191.0,96,East Village,Condominium,Entire home/apt
10506,4,190.0,96,Northwest,House,Entire home/apt
10507,1,190.0,98,Moreno Mission,Apartment,Entire home/apt
10508,1,190.0,94,Moreno Mission,Apartment,Entire home/apt
10509,4,190.0,98,Southwest,House,Entire home/apt
10510,0,189.0,99,West University Heights,Apartment,Entire home/apt
10511,4,188.0,97,Normal Heights,Apartment,Entire home/apt
10512,4,185.0,99,City Heights West,House,Entire home/apt
10513,1,185.0,96,Memorial,House,Entire home/apt
10514,5,182.0,80,Darnall,House,Entire home/apt
10515,5,182.0,98,Darnall,House,Entire home/apt
10516,1,180.0,95,La Jolla,House,Entire home/apt
10517,1,180.0,80,Loma Portal,Cottage,Entire home/apt
10518,4,180.0,97,Memorial,Apartment,Entire home/apt
10519,4,180.0,91,Memorial,Condominium,Entire home/apt
10520,1,180.0,92,Ocean Beach,House,Entire home/apt
10521,1,180.0,95,City Heights West,House,Entire home/apt
10522,1,179.0,95,Grant Hill,House,Entire home/apt
10523,0,179.0,99,Midtown,House,Entire home/apt
10524,1,179.0,95,Ocean Beach,Apartment,Entire home/apt
10525,1,179.0,99,Ocean Beach,Apartment,Entire home/apt
10526,1,179.0,94,Ocean Beach,Apartment,Entire home/apt
10527,1,179.0,92,Marina,Apartment,Entire home/apt
10528,0,178.0,97,Roseville,Guest suite,Entire home/apt
10529,0,177.0,98,North Hills,Apartment,Entire home/apt
10530,3,175.0,89,Carmel Valley,Apartment,Entire home/apt
10531,0,175.0,97,Pacific Beach,Apartment,Entire home/apt
10532,0,175.0,99,College Area,Guest suite,Entire home/apt
10533,1,175.0,98,Old Town,Apartment,Entire home/apt
10534,0,175.0,99,Old Town,Apartment,Entire home/apt
10535,0,175.0,99,Old Town,Apartment,Entire home/apt
10536,0,175.0,99,Old Town,Apartment,Entire home/apt
10537,1,175.0,93,North Clairemont,House,Entire home/apt
10538,4,175.0,96,Park West,House,Entire home/apt
10539,1,175.0,92,North Hills,House,Entire home/apt
10540,1,174.0,97,South Park,Bungalow,Entire home/apt
10541,1,174.0,98,Mission Bay,Condominium,Entire home/apt
10542,1,174.0,93,Ocean Beach,Bungalow,Entire home/apt
10543,0,173.0,96,Balboa Park,Condominium,Entire home/apt
10544,4,170.0,97,Pacific Beach,House,Private room
10545,5,170.0,100,Del Mar Heights,Apartment,Entire home/apt
10546,0,170.0,98,Normal Heights,House,Entire home/apt
10547,1,170.0,90,City Heights East,House,Entire home/apt
10548,1,170.0,84,Paradise Hills,House,Entire home/apt
10549,0,169.0,97,Ocean Beach,Apartment,Entire home/apt
10550,0,169.0,89,Linda Vista,Apartment,Entire home/apt
10551,1,168.0,96,University City,Apartment,Entire home/apt
10552,1,165.0,91,Mission Bay,Apartment,Entire home/apt
10553,1,165.0,100,West University Heights,Condominium,Entire home/apt
10554,1,165.0,98,Mission Valley,Condominium,Entire home/apt
10555,4,165.0,98,University City,Apartment,Entire home/apt
10556,1,165.0,100,Gaslamp Quarter,Apartment,Entire home/apt
10557,1,163.0,98,Mission Valley,Condominium,Entire home/apt
10558,1,163.0,96,East Village,Loft,Entire home/apt
10559,5,160.0,98,College Area,Apartment,Entire home/apt
10560,1,160.0,90,La Jolla,House,Entire home/apt
10561,0,160.0,95,North Hills,House,Entire home/apt
10562,1,160.0,100,North Clairemont,House,Entire home/apt
10563,0,159.0,98,Old Town,Apartment,Entire home/apt
10564,0,159.0,98,Pacific Beach,House,Entire home/apt
10565,1,158.0,93,Kensington,Apartment,Entire home/apt
10566,4,157.0,92,Pacific Beach,Apartment,Entire home/apt
10567,4,157.0,100,East Village,Apartment,Entire home/apt
10568,1,157.0,89,East Village,Apartment,Entire home/apt
10569,4,156.0,94,Encanto,House,Entire home/apt
10570,0,155.0,93,Park West,Apartment,Entire home/apt
10571,0,155.0,96,Pacific Beach,Cottage,Entire home/apt
10572,1,155.0,91,Mission Bay,Condominium,Entire home/apt
10573,1,155.0,95,Moreno Mission,Apartment,Entire home/apt
10574,1,155.0,97,Moreno Mission,Apartment,Entire home/apt
10575,1,155.0,93,Moreno Mission,Loft,Entire home/apt
10576,1,155.0,98,Moreno Mission,Apartment,Entire home/apt
10577,1,155.0,98,Moreno Mission,Apartment,Entire home/apt
10578,4,155.0,99,Little Italy,Apartment,Entire home/apt
10579,1,155.0,89,Core,Loft,Entire home/apt
10580,2,155.0,73,East Village,Loft,Entire home/apt
10581,0,154.0,99,North Hills,House,Entire home/apt
10582,4,153.0,99,Grant Hill,Apartment,Entire home/apt
10583,5,150.0,80,East Lake,Condominium,Entire home/apt
10584,1,150.0,89,Mission Bay,House,Entire home/apt
10585,1,150.0,87,Mission Bay,Apartment,Entire home/apt
10586,1,150.0,98,Midtown,Condominium,Entire home/apt
10587,0,150.0,99,Rolando,House,Entire home/apt
10588,0,150.0,98,West University Heights,Bungalow,Entire home/apt
10589,0,150.0,96,North Hills,Bungalow,Entire home/apt
10590,1,150.0,98,West University Heights,Condominium,Entire home/apt
10591,1,150.0,98,Pacific Beach,Apartment,Entire home/apt
10592,1,150.0,85,Little Italy,Condominium,Entire home/apt
10593,1,150.0,98,Pacific Beach,Apartment,Entire home/apt
10594,1,150.0,99,Moreno Mission,Apartment,Entire home/apt
10595,4,150.0,96,Cortez Hill,Apartment,Entire home/apt
10596,1,150.0,97,Pacific Beach,Apartment,Entire home/apt
10597,4,150.0,100,Encanto,House,Entire home/apt
10598,4,150.0,98,Loma Portal,Camper/RV,Entire home/apt
10599,5,149.0,99,West University Heights,House,Entire home/apt
10600,0,149.0,96,Ocean Beach,Cottage,Entire home/apt
10601,5,149.0,97,College Area,Apartment,Private room
10602,1,149.0,94,Ocean Beach,Apartment,Entire home/apt
10603,0,149.0,96,Ocean Beach,Bungalow,Entire home/apt
10604,4,149.0,87,College Area,House,Entire home/apt
10605,1,149.0,100,Mission Valley,Apartment,Entire home/apt
10606,1,149.0,98,North Hills,House,Entire home/apt
10607,1,149.0,100,North Hills,House,Entire home/apt
10608,1,147.0,96,Ocean Beach,Bungalow,Entire home/apt
10609,0,146.0,98,Mission Bay,Guest suite,Entire home/apt
10610,1,146.0,88,Linda Vista,House,Entire home/apt
10611,1,145.0,95,West University Heights,Serviced apartment,Entire home/apt
10612,1,145.0,99,West University Heights,Serviced apartment,Entire home/apt
10613,1,145.0,85,East Village,Apartment,Entire home/apt
10614,1,145.0,94,Little Italy,Apartment,Entire home/apt
10615,1,145.0,95,Moreno Mission,Apartment,Entire home/apt
10616,1,144.0,94,Old Town,Bungalow,Entire home/apt
10617,1,143.0,89,East Village,Condominium,Entire home/apt
10618,5,143.0,100,Cortez Hill,Condominium,Entire home/apt
10619,1,142.0,92,Old Town,Apartment,Entire home/apt
10620,1,140.0,98,Talmadge,House,Private room
10621,5,140.0,95,Loma Portal,Condominium,Entire home/apt
10622,0,140.0,98,Bario Logan,Cottage,Entire home/apt
10623,0,140.0,96,Grant Hill,House,Entire home/apt
10624,3,140.0,92,Mission Bay,Apartment,Entire home/apt
10625,1,140.0,100,Marina,Apartment,Entire home/apt
10626,0,139.0,96,Ocean Beach,Cottage,Entire home/apt
10627,0,139.0,97,Pacific Beach,House,Entire home/apt
10628,0,139.0,93,Ocean Beach,House,Entire home/apt
10629,0,139.0,94,Mission Bay,House,Entire home/apt
10630,0,139.0,96,Mission Bay,House,Entire home/apt
10631,1,139.0,92,Pacific Beach,Apartment,Entire home/apt
10632,0,139.0,99,Old Town,Apartment,Entire home/apt
10633,1,139.0,96,Grant Hill,Apartment,Entire home/apt
10634,1,138.0,95,Pacific Beach,Apartment,Entire home/apt
10635,4,137.0,93,East Village,Condominium,Entire home/apt
10636,1,136.0,93,North Hills,Condominium,Entire home/apt
10637,1,136.0,90,Midtown,House,Entire home/apt
10638,0,135.0,97,Mission Bay,Apartment,Entire home/apt
10639,1,135.0,89,Normal Heights,House,Entire home/apt
10640,4,135.0,95,University City,Apartment,Entire home/apt
10641,1,134.0,100,West University Heights,Serviced apartment,Entire home/apt
10642,1,133.0,96,West University Heights,Serviced apartment,Entire home/apt
10643,1,133.0,97,West University Heights,Serviced apartment,Entire home/apt
10644,1,133.0,95,Mission Bay,Apartment,Entire home/apt
10645,1,133.0,100,City Heights West,House,Entire home/apt
10646,0,130.0,99,University City,Apartment,Private room
10647,1,130.0,98,Mission Valley,Serviced apartment,Entire home/apt
10648,4,130.0,98,Scripps Ranch,House,Private room
10649,1,130.0,98,West University Heights,Serviced apartment,Entire home/apt
10650,4,130.0,97,Talmadge,House,Entire home/apt
10651,1,129.0,100,College Area,House,Entire home/apt
10652,1,129.0,95,Grant Hill,Apartment,Entire home/apt
10653,4,129.0,100,Grant Hill,Apartment,Entire home/apt
10654,1,129.0,91,East Village,Apartment,Entire home/apt
10655,0,128.0,99,Scripps Ranch,House,Entire home/apt
10656,1,128.0,100,West University Heights,Condominium,Entire home/apt
10657,1,128.0,99,West University Heights,Condominium,Entire home/apt
10658,1,128.0,98,West University Heights,Condominium,Entire home/apt
10659,1,128.0,100,West University Heights,Condominium,Entire home/apt
10660,1,128.0,99,West University Heights,Condominium,Entire home/apt
10661,1,128.0,96,West University Heights,Condominium,Entire home/apt
10662,1,125.0,91,Mission Bay,House,Entire home/apt
10663,0,125.0,97,Balboa Park,Apartment,Entire home/apt
10664,1,125.0,92,South Park,House,Entire home/apt
10665,1,125.0,98,Gaslamp Quarter,Apartment,Entire home/apt
10666,1,125.0,98,West University Heights,Serviced apartment,Entire home/apt
10667,1,125.0,98,West University Heights,Serviced apartment,Entire home/apt
10668,1,125.0,98,West University Heights,Serviced apartment,Entire home/apt
10669,1,125.0,87,Balboa Park,Apartment,Entire home/apt
10670,1,125.0,96,West University Heights,Apartment,Entire home/apt
10671,4,125.0,100,Old Town,Apartment,Entire home/apt
10672,4,125.0,98,Old Town,Condominium,Entire home/apt
10673,4,123.0,99,North Hills,Condominium,Entire home/apt
10674,0,120.0,96,University City,Apartment,Entire home/apt
10675,0,120.0,96,Mira Mesa,House,Entire home/apt
10676,4,120.0,99,San Carlos,Guest suite,Entire home/apt
10677,4,120.0,99,Bay Park,Apartment,Entire home/apt
10678,4,120.0,99,Park West,Serviced apartment,Entire home/apt
10679,0,119.0,95,Marina,Apartment,Entire home/apt
10680,1,119.0,89,Grant Hill,House,Entire home/apt
10681,1,117.0,89,East Village,Apartment,Entire home/apt
10682,4,116.0,98,West University Heights,Condominium,Entire home/apt
10683,1,115.0,90,East Village,Condominium,Entire home/apt
10684,0,115.0,96,North Hills,House,Entire home/apt
10685,4,114.0,96,Bird Land,Townhouse,Private room
10686,4,114.0,97,Bird Land,Townhouse,Private room
10687,4,113.0,97,Normal Heights,House,Entire home/apt
10688,4,112.0,98,City Heights West,Bungalow,Entire home/apt
10689,4,112.0,98,College Area,Condominium,Entire home/apt
10690,5,110.0,98,North Hills,Apartment,Entire home/apt
10691,1,110.0,85,East Village,Apartment,Entire home/apt
10692,5,107.0,94,La Jolla,Apartment,Entire home/apt
10693,0,105.0,94,Northwest,Bungalow,Entire home/apt
10694,0,100.0,89,Balboa Park,Apartment,Entire home/apt
10695,4,100.0,100,Midtown,House,Shared room
10696,1,100.0,75,Bay Park,House,Entire home/apt
10697,1,99.0,87,Pacific Beach,Apartment,Entire home/apt
10698,4,96.0,98,Bay Park,House,Private room
10699,1,95.0,94,Ocean Beach,Bungalow,Entire home/apt
10700,5,95.0,97,Mission Bay,House,Private room
10701,1,95.0,96,Ocean Beach,Bungalow,Entire home/apt
10702,0,95.0,95,North Hills,Apartment,Entire home/apt
10703,5,95.0,100,Park West,Apartment,Entire home/apt
10704,1,95.0,95,Park West,Condominium,Entire home/apt
10705,4,95.0,97,Park West,Apartment,Entire home/apt
10706,1,95.0,100,Pacific Beach,Apartment,Entire home/apt
10707,5,90.0,93,Pacific Beach,Apartment,Entire home/apt
10708,0,89.0,92,Memorial,Apartment,Entire home/apt
10709,4,89.0,89,Memorial,Apartment,Entire home/apt
10710,4,89.0,99,Otay Ranch,Condominium,Entire home/apt
10711,1,85.0,89,Memorial,House,Entire home/apt
10712,5,85.0,97,Clairemont Mesa,Apartment,Entire home/apt
10713,1,85.0,93,City Heights West,House,Private room
10714,5,82.0,60,Loma Portal,Apartment,Private room
10715,4,82.0,100,Mission Bay,Guest suite,Entire home/apt
10716,0,79.0,96,Mission Bay,Apartment,Private room
10717,5,75.0,97,Southwest,Condominium,Private room
10718,0,75.0,97,College Area,Apartment,Entire home/apt
10719,4,75.0,91,Balboa Park,House,Private room
10720,4,74.0,98,Paradise Hills,House,Private room
10721,0,70.0,97,College Area,Guest suite,Entire home/apt
10722,0,69.0,97,North Hills,Guesthouse,Entire home/apt
10723,0,65.0,99,Del Cerro,House,Private room
10724,4,55.0,92,Memorial,Apartment,Entire home/apt
10725,4,55.0,91,Memorial,Apartment,Entire home/apt
10726,4,55.0,92,Memorial,Apartment,Entire home/apt
10727,4,55.0,96,Memorial,Apartment,Entire home/apt
10728,4,53.0,100,Pacific Beach,Other,Shared room
10729,1,50.0,100,Midtown,House,Entire home/apt
10730,5,48.0,93,Midtown District,Loft,Shared room
10731,0,39.0,100,Mission Bay,Villa,Private room
10732,4,38.0,96,Cortez Hill,Hotel,Shared room
10733,4,34.0,95,Cortez Hill,Hostel,Shared room
10734,1,27.0,80,Cortez Hill,Condominium,Private room
10735,1,0.0,100,Gaslamp Quarter,Condominium,Entire home/apt
10736,1,223.0,100,Pacific Beach,Townhouse,Entire home/apt
10737,1,500.0,98,La Jolla,Condominium,Entire home/apt
10738,4,85.0,100,Egger Highlands,House,Entire home/apt
10739,5,800.0,99,Carmel Valley,House,Entire home/apt
10740,2,8970.0,97,La Jolla,House,Entire home/apt
10741,2,300.0,100,Clairemont Mesa,House,Entire home/apt
10742,1,7756.0,96,La Jolla Village,Townhouse,Entire home/apt
10743,1,6060.0,100,Carmel Valley,House,Entire home/apt
10744,2,800.0,90,Del Mar Heights,House,Entire home/apt
10745,5,2500.0,95,Pacific Beach,House,Entire home/apt
10746,1,4560.0,95,Marina,Condominium,Entire home/apt
10747,2,4000.0,98,Moreno Mission,Apartment,Entire home/apt
10748,2,4000.0,98,Moreno Mission,Apartment,Entire home/apt
10749,2,4000.0,98,Moreno Mission,Apartment,Entire home/apt
10750,2,4000.0,98,Moreno Mission,Apartment,Entire home/apt
10751,2,4000.0,98,Moreno Mission,Apartment,Entire home/apt
10752,5,2985.0,100,Del Mar Heights,House,Entire home/apt
10753,1,420.0,100,Old Town,Apartment,Entire home/apt
10754,1,350.0,91,Mission Bay,Apartment,Entire home/apt
10755,2,592.0,80,Mission Bay,Condominium,Entire home/apt
10756,2,365.0,100,Del Mar Heights,Townhouse,Entire home/apt
10757,5,695.0,96,Cortez Hill,Condominium,Entire home/apt
10758,1,2065.0,100,Mission Bay,Tiny house,Entire home/apt
10759,5,1988.0,94,Mission Bay,House,Entire home/apt
10760,4,650.0,98,Old Town,House,Entire home/apt
10761,5,650.0,99,San Carlos,House,Entire home/apt
10762,2,950.0,100,La Jolla,House,Entire home/apt
10763,1,475.0,100,Midtown,House,Entire home/apt
10764,1,625.0,96,Mission Bay,Apartment,Entire home/apt
10765,1,450.0,96,Mission Bay,House,Entire home/apt
10766,5,450.0,98,Roseville,Condominium,Entire home/apt
10767,5,450.0,100,North City,House,Entire home/apt
10768,1,899.0,100,Cortez Hill,Condominium,Entire home/apt
10769,1,599.0,99,La Jolla,House,Entire home/apt
10770,5,575.0,98,North Hills,House,Entire home/apt
10771,1,425.0,96,Mission Bay,Condominium,Entire home/apt
10772,1,559.0,96,Mission Bay,Condominium,Entire home/apt
10773,1,400.0,100,Mission Bay,Apartment,Entire home/apt
10774,1,395.0,100,Mission Bay,House,Entire home/apt
10775,5,395.0,100,Mission Bay,House,Entire home/apt
10776,1,500.0,97,Mission Bay,Apartment,Entire home/apt
10777,1,500.0,89,Mission Bay,House,Entire home/apt
10778,1,500.0,100,Mission Bay,House,Entire home/apt
10779,1,1495.0,95,Roseville,House,Entire home/apt
10780,2,475.0,100,Mission Bay,House,Entire home/apt
10781,1,1400.0,87,University City,Condominium,Entire home/apt
10782,4,1400.0,98,Otay Ranch,House,Entire home/apt
10783,2,699.0,98,Mission Bay,Townhouse,Entire home/apt
10784,2,456.0,100,Mission Bay,Townhouse,Entire home/apt
10785,1,450.0,93,Mission Bay,Condominium,Entire home/apt
10786,1,450.0,97,Mission Bay,House,Entire home/apt
10787,5,1350.0,98,Rancho Penasquitos,House,Entire home/apt
10788,1,1350.0,93,Otay Ranch,House,Entire home/apt
10789,1,450.0,100,Del Mar Heights,House,Entire home/apt
10790,1,449.0,100,Del Mar Heights,House,Entire home/apt
10791,4,649.0,98,Midtown,Condominium,Entire home/apt
10792,1,425.0,99,Mission Bay,Apartment,Entire home/apt
10793,5,1240.0,90,Kensington,House,Entire home/apt
10794,1,400.0,98,Mission Bay,Guesthouse,Entire home/apt
10795,1,395.0,97,Pacific Beach,House,Entire home/apt
10796,2,392.0,85,Mission Bay,Townhouse,Entire home/apt
10797,1,387.0,100,East Village,Condominium,Entire home/apt
10798,1,379.0,98,Loma Portal,House,Entire home/apt
10799,3,370.0,93,Mission Bay,Apartment,Entire home/apt
10800,1,350.0,99,Mission Bay,House,Entire home/apt
10801,1,350.0,100,Old Town,House,Entire home/apt
10802,2,350.0,71,East Village,Apartment,Entire home/apt
10803,1,350.0,95,Mission Bay,House,Entire home/apt
10804,1,339.0,100,Mission Bay,House,Entire home/apt
10805,1,335.0,100,Mission Bay,Apartment,Entire home/apt
10806,3,335.0,91,Mission Bay,Townhouse,Entire home/apt
10807,5,1000.0,95,Park West,House,Entire home/apt
10808,2,500.0,100,Balboa Park,House,Entire home/apt
10809,1,1000.0,98,Pacific Beach,Condominium,Entire home/apt
10810,2,499.0,94,Mission Bay,House,Entire home/apt
10811,2,495.0,97,Bay Park,House,Entire home/apt
10812,1,325.0,95,East Village,Apartment,Entire home/apt
10813,1,320.0,91,Loma Portal,House,Entire home/apt
10814,1,316.0,98,Mission Bay,Condominium,Entire home/apt
10815,5,945.0,60,Clairemont Mesa,House,Entire home/apt
10816,2,945.0,84,City Heights East,Apartment,Entire home/apt
10817,2,308.0,90,La Jolla,House,Entire home/apt
10818,5,450.0,80,Carmel Valley,House,Entire home/apt
10819,1,300.0,93,Pacific Beach,Townhouse,Entire home/apt
10820,1,300.0,100,Mission Bay,House,Entire home/apt
10821,1,450.0,100,Pacific Beach,House,Entire home/apt
10822,1,450.0,96,Park West,House,Entire home/apt
10823,1,897.0,100,Pacific Beach,House,Entire home/apt
10824,1,897.0,98,Mission Bay,Condominium,Entire home/apt
10825,1,897.0,99,Mission Bay,Apartment,Entire home/apt
10826,1,885.0,95,Mission Bay,House,Entire home/apt
10827,1,870.0,95,Memorial,House,Entire home/apt
10828,1,867.0,99,Del Mar Heights,House,Entire home/apt
10829,2,855.0,94,Pacific Beach,House,Entire home/apt
10830,1,855.0,100,Normal Heights,House,Entire home/apt
10831,5,425.0,100,Mount Hope,House,Entire home/apt
10832,1,837.0,95,Mission Bay,House,Entire home/apt
10833,1,837.0,100,Mission Bay,Townhouse,Entire home/apt
10834,1,834.0,96,Chollas View,Townhouse,Entire home/apt
10835,4,825.0,80,Pacific Beach,Condominium,Entire home/apt
10836,1,819.0,97,La Jolla,House,Entire home/apt
10837,1,810.0,93,Mission Bay,Condominium,Entire home/apt
10838,1,810.0,98,Mission Bay,Apartment,Entire home/apt
10839,1,800.0,87,Mission Bay,House,Entire home/apt
10840,1,400.0,99,Mission Bay,House,Entire home/apt
10841,1,400.0,100,North Hills,House,Entire home/apt
10842,1,399.0,88,Roseville,House,Entire home/apt
10843,1,796.0,91,Pacific Beach,Condominium,Entire home/apt
10844,1,795.0,100,Mission Bay,Condominium,Entire home/apt
10845,2,795.0,100,Mission Bay,Condominium,Entire home/apt
10846,1,390.0,91,Mission Bay,House,Entire home/apt
10847,1,780.0,100,Pacific Beach,Apartment,Entire home/apt
10848,5,388.0,98,North Hills,House,Entire home/apt
10849,1,765.0,100,Pacific Beach,Bungalow,Entire home/apt
10850,5,380.0,97,Park West,Townhouse,Entire home/apt
10851,1,750.0,97,Mission Bay,Townhouse,Entire home/apt
10852,5,750.0,98,Loma Portal,House,Entire home/apt
10853,0,750.0,99,Pacific Beach,Townhouse,Entire home/apt
10854,1,750.0,98,Balboa Park,Apartment,Entire home/apt
10855,5,750.0,96,Grant Hill,House,Entire home/apt
10856,1,750.0,100,Pacific Beach,House,Entire home/apt
10857,2,750.0,92,Mission Bay,House,Entire home/apt
10858,1,750.0,100,Serra Mesa,House,Entire home/apt
10859,1,750.0,97,Ocean Beach,House,Entire home/apt
10860,0,747.0,99,East Village,Townhouse,Entire home/apt
10861,1,747.0,90,Mission Bay,House,Entire home/apt
10862,2,746.0,93,Mission Bay,House,Entire home/apt
10863,1,360.0,100,Egger Highlands,House,Entire home/apt
10864,1,352.0,99,Midtown,House,Entire home/apt
10865,5,350.0,96,Balboa Park,House,Entire home/apt
10866,5,350.0,94,La Jolla,House,Entire home/apt
10867,1,350.0,100,Balboa Park,House,Entire home/apt
10868,5,349.0,99,Bay Park,House,Entire home/apt
10869,1,349.0,98,Mission Bay,Apartment,Entire home/apt
10870,1,695.0,96,Mission Bay,House,Entire home/apt
10871,1,695.0,100,Mission Bay,Condominium,Entire home/apt
10872,2,684.0,100,La Jolla,House,Entire home/apt
10873,1,340.0,96,Pacific Beach,House,Entire home/apt
10874,0,675.0,94,Mission Bay,Condominium,Entire home/apt
10875,1,675.0,93,Bay Park,House,Entire home/apt
10876,1,675.0,99,Pacific Beach,Townhouse,Entire home/apt
10877,1,675.0,80,Mission Bay,Cottage,Entire home/apt
10878,4,675.0,100,Ocean Beach,House,Entire home/apt
10879,1,675.0,100,North Hills,House,Entire home/apt
10880,2,669.0,90,Mission Bay,House,Entire home/apt
10881,1,663.0,99,Mission Bay,Apartment,Entire home/apt
10882,1,657.0,92,Mission Bay,Apartment,Entire home/apt
10883,2,320.0,92,Pacific Beach,House,Entire home/apt
10884,2,636.0,90,Mission Bay,Condominium,Entire home/apt
10885,2,635.0,80,La Jolla,House,Entire home/apt
10886,1,620.0,98,Otay Ranch,House,Entire home/apt
10887,2,619.0,80,Mission Bay,Condominium,Entire home/apt
10888,5,600.0,98,Kensington,House,Entire home/apt
10889,1,300.0,97,Roseville,House,Entire home/apt
10890,1,600.0,100,Lake Murray,House,Entire home/apt
10891,1,600.0,97,Mission Bay,House,Entire home/apt
10892,1,300.0,95,Balboa Park,House,Entire home/apt
10893,2,300.0,91,La Jolla,House,Entire home/apt
10894,1,600.0,100,City Heights West,House,Entire home/apt
10895,4,598.0,98,Park West,Apartment,Entire home/apt
10896,1,598.0,97,La Jolla,House,Entire home/apt
10897,1,597.0,97,Mission Bay,Condominium,Entire home/apt
10898,2,595.0,80,Mission Bay,House,Entire home/apt
10899,2,595.0,96,Mission Bay,House,Entire home/apt
10900,1,594.0,91,Ocean Beach,House,Entire home/apt
10901,1,590.0,98,Midtown,Condominium,Entire home/apt
10902,1,585.0,70,Mission Bay,Cottage,Entire home/apt
10903,0,578.0,97,Mission Bay,House,Entire home/apt
10904,0,570.0,98,Loma Portal,House,Entire home/apt
10905,1,570.0,98,East Lake,House,Entire home/apt
10906,3,567.0,97,Pacific Beach,Condominium,Entire home/apt
10907,2,550.0,93,Mission Bay,House,Entire home/apt
10908,1,540.0,99,Mission Bay,Townhouse,Entire home/apt
10909,1,537.0,98,Clairemont Mesa,House,Entire home/apt
10910,3,537.0,98,Grant Hill,Apartment,Entire home/apt
10911,2,535.0,55,La Jolla,House,Entire home/apt
10912,2,525.0,93,Mission Bay,House,Entire home/apt
10913,1,525.0,99,Midtown,Guest suite,Entire home/apt
10914,5,514.0,95,East Village,Apartment,Entire home/apt
10915,2,514.0,90,La Jolla,House,Entire home/apt
10916,1,500.0,100,Pacific Beach,House,Entire home/apt
10917,1,500.0,95,Gaslamp Quarter,Condominium,Entire home/apt
10918,1,495.0,95,Pacific Beach,House,Entire home/apt
10919,1,495.0,100,Mission Bay,Condominium,Entire home/apt
10920,1,495.0,98,Mission Bay,Condominium,Entire home/apt
10921,2,490.0,60,La Jolla,House,Entire home/apt
10922,2,489.0,80,Mission Bay,Condominium,Entire home/apt
10923,1,480.0,88,City Heights East,Condominium,Entire home/apt
10924,1,475.0,100,Del Mar Heights,Condominium,Entire home/apt
10925,2,474.0,90,La Jolla,House,Entire home/apt
10926,2,472.0,70,Mission Bay,Condominium,Entire home/apt
10927,1,465.0,90,Lake Murray,Condominium,Entire home/apt
10928,4,450.0,100,Darnall,Townhouse,Entire home/apt
10929,2,450.0,85,Grant Hill,House,Entire home/apt
10930,1,447.0,95,Loma Portal,House,Entire home/apt
10931,2,445.0,94,La Jolla,House,Entire home/apt
10932,2,444.0,80,La Jolla,House,Entire home/apt
10933,0,440.0,95,Ocean Beach,House,Entire home/apt
10934,1,440.0,97,Bay Park,House,Entire home/apt
10935,1,440.0,100,Mission Bay,Guesthouse,Entire home/apt
10936,1,435.0,91,Pacific Beach,Condominium,Entire home/apt
10937,2,425.0,90,Mission Bay,Condominium,Entire home/apt
10938,0,418.0,95,Pacific Beach,Townhouse,Entire home/apt
10939,2,414.0,85,La Jolla,Condominium,Entire home/apt
10940,1,405.0,99,South Park,Bungalow,Entire home/apt
10941,1,405.0,96,Mission Bay,Townhouse,Entire home/apt
10942,0,405.0,96,North Clairemont,House,Entire home/apt
10943,1,405.0,94,Alta Vista,Camper/RV,Entire home/apt
10944,1,400.0,96,Kensington,House,Entire home/apt
10945,2,400.0,83,Bay Terrace,Townhouse,Entire home/apt
10946,4,400.0,96,Southcrest,House,Entire home/apt
10947,1,400.0,89,East Village,Apartment,Entire home/apt
10948,4,400.0,100,North Hills,House,Entire home/apt
10949,0,398.0,98,Ocean Beach,Townhouse,Entire home/apt
10950,5,398.0,98,Bay Ho,House,Entire home/apt
10951,0,398.0,96,Ocean Beach,Loft,Entire home/apt
10952,1,398.0,92,Ocean Beach,Apartment,Entire home/apt
10953,1,398.0,97,Pacific Beach,House,Entire home/apt
10954,2,396.0,80,La Jolla,House,Entire home/apt
10955,1,395.0,100,Mission Bay,Townhouse,Entire home/apt
10956,1,395.0,100,Mission Bay,Townhouse,Entire home/apt
10957,4,390.0,100,North Hills,Townhouse,Entire home/apt
10958,1,390.0,100,North Clairemont,House,Entire home/apt
10959,1,380.0,96,Torrey Pines,House,Entire home/apt
10960,1,372.0,96,Mission Bay,Condominium,Entire home/apt
10961,2,371.0,80,Mission Bay,House,Entire home/apt
10962,2,367.0,90,La Jolla,House,Entire home/apt
10963,5,366.0,94,Grant Hill,House,Entire home/apt
10964,1,357.0,95,Cortez Hill,Loft,Entire home/apt
10965,1,352.0,98,Mission Bay,House,Entire home/apt
10966,1,350.0,100,Normal Heights,House,Entire home/apt
10967,1,350.0,100,Roseville,House,Entire home/apt
10968,2,333.0,89,Ocean Beach,House,Entire home/apt
10969,5,330.0,94,Mira Mesa,House,Entire home/apt
10970,0,328.0,95,Ocean Beach,Loft,Entire home/apt
10971,1,322.0,93,Mission Bay,House,Entire home/apt
10972,0,320.0,94,East Village,Apartment,Entire home/apt
10973,1,320.0,94,Grantville,Condominium,Entire home/apt
10974,2,318.0,82,La Jolla,House,Entire home/apt
10975,1,310.0,100,La Jolla,House,Entire home/apt
10976,0,308.0,93,Gaslamp Quarter,Apartment,Entire home/apt
10977,1,300.0,100,West University Heights,Serviced apartment,Entire home/apt
10978,1,300.0,94,Lynwood Hills,House,Entire home/apt
